names,release_year,maturity_rating,duration,description,genre,mood,cast,subtitles,audio
Kalagathalaivan,2022,A ,2h 19m,A brilliant corporate whistleblower's plan to bring down a shady company turns perilous when a cold-blooded hitman is hired to hunt him down.,['Action & Adventure'],"Violent,","['Udhayanidhi Stalin', 'Nidhhi Agerwal', 'Kalaiyarasan', 'Arav', 'Jeeva Ravi', 'Anupama Kumar', 'R.J. Vigneshkanth', 'Angana Roy', 'Akshitha Ravindran', 'Shan', 'Sanjay Saravanan', 'Praveen']","['English,', 'Hindi']","['Kannada,', 'Malayalam,', 'Tamil [Original],', 'Telugu']"
The Dictator,2012,A ,1h 24m,"This comedy chronicles the glorious efforts of General Aladeen, dictator of the Republic of Wadiya, to oppress his people and fight democracy.","['US Movies', 'Comedies']",Raunchy,"['Sacha Baron Cohen', 'Anna Faris', 'Ben Kingsley', 'Jason Mantzoukas', 'Adeel Akhtar', 'Fred Armisen', 'Kevin Corrigan', 'Megan Fox', 'Bobby Lee', 'Chris Parnell', 'Jessica St. Clair']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Phir Hera Pheri,2006,U/A 13+ ,2h 29m,"Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster.","['Hindi-Language Movies', 'Bollywood Movies', 'Comedies']",Goofy,"['Akshay Kumar', 'Sunil Shetty', 'Paresh Rawal', 'Bipasha Basu', 'Rimi Sen', 'Johny Lever', 'Sharat Saxena', 'Manoj Joshi', 'Milind Gunaji', 'Rajpal Yadav']","['English,', 'Hindi']",['Hindi [Original]']
Student of the Year,2012,U/A 13+ ,2h 25m,"Rivals turned friends find their bromance tested when they battle it out to win not only a grueling school competition, but also the same girl's heart.","['Romantic Comedies', 'Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas', 'Romantic Movies']","Emotional,","['Sidharth Malhotra', 'Alia Bhatt', 'Varun Dhawan', 'Rishi Kapoor', 'Ronit Roy', 'Ram Kapoor', 'Manjot Singh', 'Sana Saeed']",['English'],['Hindi [Original]']
Scoob!,2020,U/A 7+ ,1h 33m,"The bond between Shaggy, Scooby and the Mystery Inc. crew is put to the test when a villain nabs the hungry hound to unlock a mighty destiny.","['Mysteries', 'Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",Goofy,"['Will Forte', 'Mark Wahlberg', 'Zac Efron', 'Frank Welker', 'Amanda Seyfried', 'Jason Isaacs', 'Kiersey Clemons', 'Gina Rodriguez', 'Ken Jeong', 'Tracy Morgan']",['English'],"['English [Original],', 'Hindi']"
Hotel Transylvania 3: Summer Vacation,2018,U/A 7+ ,1h 37m,"It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",Goofy,"['Adam Sandler', 'Selena Gomez', 'Kevin James', 'Kathryn Hahn', 'Andy Samberg', 'David Spade', 'Steve Buscemi', 'Fran Drescher', 'Molly Shannon', 'Mel Brooks', 'Keegan-Michael Key']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Chup Chup Ke,2006,U/A 13+ ,2h 37m,"Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts.","['Romantic Comedies', 'Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas', 'Romantic Movies']","Emotional,","['Kareena Kapoor', 'Shahid Kapoor', 'Paresh Rawal', 'Rajpal Yadav', 'Neha Dhupia', 'Sunil Shetty', 'Om Puri', 'Asrani', 'Anupam Kher', 'Manoj Joshi']",['English'],['Hindi [Original]']
Stuart Little,1999,U/A 7+ ,1h 24m,"When his parents adopt a mouse instead of a little boy, George realizes brothers come in all shapes and sizes. But Snowbell the cat is not so welcoming.","['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies', 'Comedies']","Heartfelt,","['Michael J. Fox', 'Jonathan Lipnicki', 'Geena Davis', 'Hugh Laurie', 'Nathan Lane']","['English,', 'English,', 'Hindi']","['English [Original],', 'Hindi']"
Finding ‘Ohana,2021,U/A 7+ ,2h 3m,"On Oʻahu for the summer, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",Heartfelt,"['Kea Peahu', 'Alex Aiono', 'Lindsay Watson', 'Owen Vaccaro', 'Kelly Hu', 'Branscombe Richmond', 'Ke Huy Quan', 'Brad Kalilimoku', 'Chris Parnell', 'Marc Evan Jackson', 'Ricky Garcia']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi']"
Don,2022,U/A 13+ ,2h 43m,"Seeking a sense of purpose, a wayward college student navigates life on campus while enduring a controlling father and a disciplinarian professor.","['Comedies', 'Dramas']","Feel-Good,","['Sivakarthikeyan', 'S. J. Suryah', 'Samuthirakani', 'Priyanka Arul Mohan', 'Soori', 'Munishkanth', 'Kaali Venkat', 'Bala Saravanan', 'Sivaangi Krishnakumar', 'Gautham Vasudev Menon']",['English'],"['Kannada,', 'Malayalam,', 'Tamil [Original],', 'Telugu']"
Charlie and the Chocolate Factory,2005,U/A 7+ ,1h 54m,The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,"['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies', 'Comedies']",Quirky,"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter', 'Noah Taylor', 'Missi Pyle', 'James Fox', 'Deep Roy', 'Christopher Lee', 'Adam Godley', 'AnnaSophia Robb', 'Julia Winter', 'Jordan Fry', 'Philip Wiegratz']",['English'],"['English [Original],', 'Hindi']"
The Royal Treatment,2022,U/A 7+ ,1h 37m,"New York hairdresser Izzy seizes the chance to work at the wedding of a charming prince, but when sparks between them fly, will love — or duty — prevail?","['Romantic Comedies', 'Family Features', 'US Movies', 'Children & Family Movies', 'Comedies', 'Romantic Movies']","Charming,","['Laura Marano', 'Mena Massoud', 'Chelsie Preston Crayford', 'Grace Bentley-Tsibuah', 'Cameron Rhodes', 'Sonia Gray', 'Elizabeth Hawthorne', 'Amanda Billing', 'James Gaylyn', 'Paul Norell', 'Teuila Blakely', 'Jacque Drew', 'Phoenix Connolly', 'Matthew E. Morgan', 'Jay Simon']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Tamil,', 'Telugu']"
We Can Be Heroes,2020,U/A 7+ ,1h 40m,"When alien invaders capture Earth’s superheroes, their kids must learn to work together to save their parents — and the planet.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']","Goofy,","['YaYa Gosselin', 'Pedro Pascal', 'Priyanka Chopra Jonas', 'Isaiah Russell-Bailey', 'Akira Akbar', 'Christian Slater', 'Boyd Holbrook', 'Adriana Barraza', 'Taylor Dooley', 'Vivien Lyra Blair', 'Hala Finley', 'Lyon Daniels', 'Sung Kang', 'Christopher McDonald', 'Andy Walken', 'Lotus Blossom', 'Haley Reinhart', 'Nathan Blair', 'Dylan Henry Lau', 'Andrew Diaz']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Tamil,', 'Telugu']"
Space Jam: A New Legacy,2021,U/A 7+ ,1h 55m,A legendary baller teams up with an iconic bunny and his classic cartoon crew to beat an evil AI squad on the basketball court — and save his family.,"['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies', 'Sports Movies']","Feel-Good,","['LeBron James', 'Don Cheadle', 'Khris Davis', 'Sonequa Martin-Green', 'Cedric Joe', 'Jeff Bergman', 'Eric Bauza', 'Zendaya']",['English'],"['English [Original],', 'Hindi']"
Hotel Transylvania 2,2015,U/A 7+ ,1h 29m,"After Mavis weds Jonathan and baby Dennis arrives, Dracula looks for proof that his grandson is a vampire and needs to remain in Transylvania.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']","Feel-Good,","['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Steve Buscemi', 'David Spade', 'Keegan-Michael Key', 'Asher Blinkoff', 'Fran Drescher', 'Molly Shannon', 'Megan Mullally', 'Nick Offerman', 'Dana Carvey', 'Rob Riggle', 'Mel Brooks']","['English,', 'English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Main Hoon Na,2004,U/A 13+ ,2h 51m,Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.,"['Romantic Comedies', 'Hindi-Language Movies', 'Bollywood Movies', 'Action & Adventure', 'Comedies', 'Dramas', 'Romantic Movies']","Emotional,","['Shah Rukh Khan', 'Sunil Shetty', 'Sushmita Sen', 'Zayed Khan', 'Amrita Rao', 'Kiron Kher', 'Boman Irani', 'Bindu', 'Naseeruddin Shah', 'Kabir Bedi']",['English'],['Hindi [Original]']
Chillar Party,2011,U/A 7+ ,2h 6m,"Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal.","['Family Features', 'Hindi-Language Movies', 'Children & Family Movies', 'Comedies', 'Dramas']","Sentimental,","['Irfan Khan', 'Raju', 'Sanath Menon', 'Rohan Grover', 'Naman Jain', 'Aarav Khanna', 'Vishesh Tiwari', 'Chinmay Chandraunshuh', 'Vedant Desai', 'Shriya Sharma', 'Divji Handa']",['English'],['Hindi [Original]']
Wish Dragon,2021,U/A 7+ ,1h 42m,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,"['Family Features', 'Children & Family Movies', 'Comedies']",,"['Jimmy Wong', 'John Cho', 'Constance Wu', 'Natasha Liu Bordizzo', 'Will Yun Lee', 'Bobby Lee', 'Jimmy O. Yang', 'Ian Chen']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Cantonese,', 'Mandarin (Putonghua)']"
Double XL,2022,U/A 13+ ,2h 5m,"Relentlessly shamed for their weight, two women head to London to prove that the size of their dreams is the only one that matters.","['Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas']",Feel-Good,"['Sonakshi Sinha', 'Huma Qureshi', 'Zaheer Iqbal', 'Mahat Raghavendra', 'Shubha Khote', 'Kanwaljeet Singh', 'Alka Badola Kaushal', 'Sachin Shroff']","['English,', 'Hindi']",['Hindi [Original]']
Monster House,2006,U/A 7+ ,1h 30m,"A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own.","['Mysteries', 'Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",Exciting,"['Mitchel Musso', 'Sam Lerner', 'Spencer Locke', 'Steve Buscemi', 'Kathleen Turner', 'Jason Lee', 'Jon Heder', 'Maggie Gyllenhaal', ""Catherine O'Hara"", 'Fred Willard', 'Nick Cannon', 'Kevin James']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Darlings,2022,U/A 16+ ,2h 14m,"Badru hopes her volatile husband will reform if he stops drinking. But when his rage goes too far, she and her mom boldly, albeit clumsily, seek revenge.","['Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Thriller Movies']",Offbeat,"['Alia Bhatt', 'Shefali Shah', 'Vijay Varma', 'Roshan Mathew', 'Rajesh Sharma', 'Vijay Maurya', 'Kiran Karmarkar', 'Pooja Swaroop', 'Santosh Juvekar']","['English,', 'Hindi']","['English,', 'Hindi - Audio Description,', 'Hindi [Original]']"
Jumanji: The Next Level,2019,U/A 13+ ,2h 3m,"When Spencer goes missing, Martha, Bethany and Fridge realize they must go back into Jumanji to find him — but something goes wrong.","['Family Features', 'US Movies', 'Movies Based on Books', 'Action & Adventure', 'Comedies']","Adrenaline Rush,","['Dwayne Johnson', 'Jack Black', 'Kevin Hart', 'Karen Gillan', 'Nick Jonas', 'Awkwafina', 'Rory McCann', 'Danny Glover', 'Danny DeVito', 'Alex Wolff', 'Morgan Turner', ""Ser'Darius Blain"", 'Madison Iseman', 'Colin Hanks', 'Rhys Darby']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
3 Idiots,2009,U/A 16+ ,2h 43m,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.","['Hindi-Language Movies', 'Movies Based on Books', 'Bollywood Movies', 'Comedies', 'Dramas']","Sentimental,","['Aamir Khan', 'Kareena Kapoor', 'Madhavan', 'Sharman Joshi', 'Omi Vaidya', 'Boman Irani', 'Mona Singh', 'Jaaved Jaaferi']",['English'],['Hindi [Original]']
Minions & More Volume 2,2022,U/A 7+ ,53m,"Catch animated shorts like ""Phil’s Dance Party"" and ""Binky Nelson Unpacified"" in this compilation from the company behind the ""Despicable Me"" franchise.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']","Goofy,","['Pierre Coffin', 'Reese Witherspoon', 'Jenny Slate', 'Patton Oswalt', 'John C. Reilly', 'Michael Keaton', 'Allison Janney', 'Tara Strong', 'Laraine Newman', 'Danny DeVito', 'Ed Helms']",['English'],['English [Original]']
Rango,2011,U/A 7+ ,1h 49m,"When he becomes lost in the desert, pet chameleon Rango pretends he's a tough guy and ends up sheriff of a corrupt and violent frontier town.","['Family Features', 'US Movies', 'Westerns', 'Children & Family Movies', 'Comedies']","Witty,","['Johnny Depp', 'Isla Fisher', 'Abigail Breslin', 'Ned Beatty', 'Alfred Molina', 'Bill Nighy', 'Stephen Root', 'Harry Dean Stanton', 'Timothy Olyphant', 'Ray Winstone']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Yeh Jawaani Hai Deewani,2013,U/A 13+ ,2h 40m,"On a trekking trip, an introvert falls for a charming ex-classmate, whose thirst for adventure drives them apart. Years later, their paths cross again.","['Romantic Comedies', 'Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas', 'Romantic Movies']","Emotional,","['Ranbir Kapoor', 'Deepika Padukone', 'Aditya Roy Kapur', 'Kalki Koechlin', 'Kunaal Roy Kapur', 'Farooq Shaikh', 'Poorna Jagannathan', 'Naveen Kaushik', 'Evelyn Sharma', 'Madhuri Dixit']",['English'],['Hindi [Original]']
Dear Zindagi,2016,U/A 13+ ,2h 29m,A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.,"['Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas']",Intimate,"['Alia Bhatt', 'Shah Rukh Khan', 'Ira Dubey', 'Yashaswini Dayama', 'Gautmik', 'Raj Bhansali', 'Rohit Saraf', 'Atul Kale', 'Kunal Kapoor', 'Angad Bedi', 'Ali Zafar', 'Aditya Roy Kapur']","['English,', 'English,', 'Hindi']",['Hindi [Original]']
Goosebumps 2: Haunted Halloween,2018,U/A 7+ ,1h 29m,"Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life.","['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies', 'Comedies']",Exciting,"['Jeremy Ray Taylor', 'Madison Iseman', 'Caleel Harris', 'Wendi McLendon-Covey', 'Chris Parnell', 'Ken Jeong', 'Jack Black']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Chennai Express,2013,U/A 13+ ,2h 14m,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.,"['Romantic Comedies', 'Hindi-Language Movies', 'Bollywood Movies', 'Action & Adventure', 'Comedies', 'Romantic Movies']","Emotional,","['Shah Rukh Khan', 'Deepika Padukone', 'Nikitin Dheer', 'Satyaraj', 'Kamini Kaushal', 'Lekh Tandon', 'Mukesh Tiwari']",['English'],['Hindi [Original]']
YES DAY,2021,U/A 7+ ,1h 29m,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,"['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies', 'Comedies']","Feel-Good,","['Jennifer Garner', 'Edgar Ramírez', 'Jenna Ortega', 'Julian Lerner', 'Everly Carganilla', 'Tracie Thoms', 'Fortune Feimster', 'Nat Faxon', 'Arturo Castro']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi']"
Lust Stories,2018,A ,2h,"In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India.","['Romantic Comedies', 'Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas', 'Romantic Movies']","Emotional,","['Vicky Kaushal', 'Bhumi Pednekar', 'Radhika Apte', 'Neha Dhupia', 'Manisha Koirala', 'Akash Thosar', 'Randeep Jha', 'Neil Bhoopalam', 'Jaideep Ahlawat', 'Sanjay Kapoor', 'Kiara Advani']","['English,', 'English']","['English,', 'Hindi - Audio Description,', 'Hindi [Original],', 'Tamil,', 'Telugu']"
We Have a Ghost,2023,U/A 13+ ,2h 7m,"After finding a ghost with a murky past haunting their new house, a family becomes internet sensations — and the targets of a shadowy government agency.","['Family Features', 'US Movies', 'Teen Movies', 'Movies Based on Books', 'Comedies', 'Horror Movies']","Heartfelt,","['David Harbour', 'Anthony Mackie', ""Jahi Di'Allo Winston"", 'Tig Notaro', 'Erica Ash', 'Jennifer Coolidge', 'Faith Ford', 'Niles Fitch', 'Isabella Russo', 'Steve Coulter']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi - Audio Description,', 'Hindi,', 'Tamil,', 'Telugu']"
Goodbye,2022,U/A 13+ ,2h 21m,"After a mother's sudden death, chaos and grief collide when four adult siblings return to their traditional father's home for the funeral.","['Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas']","Quirky,","['Amitabh Bachchan', 'Rashmika Mandanna', 'Neena Gupta', 'Pavail Gulati', 'Sunil Grover', 'Ashish Vidyarthi', 'Elli Avram', 'Sahil Mehta', 'Shivin Narang', 'Abhishek Khan']","['English,', 'Hindi']",['Hindi [Original]']
Bhool Bhulaiyaa 2,2022,U/A 13+ ,2h 21m,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for 18 years.","['Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Horror Movies']","Offbeat,","['Tabu', 'Kartik Aaryan', 'Kiara Advani', 'Rajpal Yadav', 'Sanjay Mishra', 'Ashwini Kalsekar', 'Rajesh Sharma', 'Amar Upadhyay']","['English,', 'Hindi']",['Hindi [Original]']
